City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Kisangani,CD,2022-07-24 03:25:18,0.5167,25.2,69.13,98,38,2.04
259,Buala,SB,2022-07-24 03:25:18,-8.145,159.5921,85.64,65,28,7.18
260,Pedasi,PA,2022-07-24 03:25:19,7.5333,-80.0333,78.06,81,100,4.21
261,Winslow,US,2022-07-24 03:25:19,35.0242,-110.6974,77.36,48,100,7.49
262,Esperance,AU,2022-07-24 03:25:19,-33.8667,121.9,51.64,58,95,20.58
263,Kibondo,TZ,2022-07-24 03:25:20,-3.5864,30.7203,59.14,60,59,2.51
264,West Wendover,US,2022-07-24 03:25:20,40.7391,-114.0733,88.81,14,0,5.75
265,Walvis Bay,NA,2022-07-24 03:25:20,-22.9575,14.5053,55.09,93,0,6.91
266,Nizhniy Tsasuchey,RU,2022-07-24 03:25:21,50.5167,115.1333,74.26,51,100,11.14
267,Cockburn Town,TC,2022-07-24 03:12:19,21.4612,-71.1419,81.93,75,17,20.27
268,Susanville,US,2022-07-24 03:25:21,40.4163,-120.653,84.04,16,0,10.36
269,Zaykovo,RU,2022-07-24 03:25:21,57.5613,62.7568,65.75,66,91,6.35
270,Nanakuli,US,2022-07-24 03:25:22,21.3906,-158.1547,84.15,54,0,17.27
271,Luoyang,CN,2022-07-24 03:25:22,34.6836,112.4536,87.03,50,0,3.62
272,Meulaboh,ID,2022-07-24 03:25:22,4.1363,96.1285,81.99,74,85,2.98
273,Honiara,SB,2022-07-24 03:25:23,-9.4333,159.95,85.77,67,33,4.92
274,Bowen,AU,2022-07-24 03:25:23,-20.0167,148.2333,70.88,65,2,13.09
275,Bouna,CI,2022-07-24 03:25:23,9.2667,-3.0,68.38,97,100,3.27
276,Clyde River,CA,2022-07-24 03:25:24,70.4692,-68.5914,41.14,82,100,1.79
277,Marzuq,YE,2022-07-24 03:25:24,14.4,46.4667,75.29,67,76,4.59
278,Sept-Iles,CA,2022-07-24 03:25:24,50.2001,-66.3821,59.13,96,48,2.57
279,Kargasok,RU,2022-07-24 03:25:25,59.0556,80.8572,58.21,61,44,7.43
280,Waddan,LY,2022-07-24 03:25:25,29.1614,16.139,74.14,53,0,5.21
281,Bundaberg,AU,2022-07-24 03:25:25,-24.85,152.35,68.63,67,17,9.13
282,Omsk,RU,2022-07-24 03:25:26,55.0,73.4,58.89,72,75,13.42
283,El Alto,PE,2022-07-24 03:25:26,-4.2714,-81.2147,62.13,86,11,13.0
284,Chortomlyk,UA,2022-07-24 03:25:26,47.6232,34.142,67.24,75,0,9.69
285,Ulaangom,MN,2022-07-24 03:25:27,49.9811,92.0667,66.74,43,81,5.44
286,Campbell River,CA,2022-07-24 03:25:27,50.0163,-125.2446,73.78,46,20,5.75
287,Saldanha,ZA,2022-07-24 03:23:54,-33.0117,17.9442,51.53,71,0,14.18
288,Lagos,NG,2022-07-24 03:23:54,6.5833,3.75,73.69,94,100,2.91
289,Bonavista,CA,2022-07-24 03:25:28,48.6499,-53.1147,64.38,94,3,8.16
290,Isangel,VU,2022-07-24 03:22:48,-19.55,169.2667,80.8,74,1,11.16
